danceability,energy,valence,acousticness,instrumentalness,liveness,speechiness,loudness,tempo,duration_ms,key,mode,emotion_label
0.7199173127662499,0.2257174140095683,0.3599129663533631,0.47349406743039013,0.7146561277890342,0.4934149986810218,0.5775322600758745,3.83,130.48,223011,1,1,calm
0.7042984525351257,0.47493174293203827,0.542386992573245,0.17941064884232427,0.3451924871993497,0.5628264808732687,0.5864392724515632,3.36,131.17,173558,2,0,calm
0.21916681007470598,0.07689009039181144,0.2218879422451026,0.16081029847874806,0.38894397103133893,0.3206629270812316,0.2519887721428351,4.06,153.53,292316,1,1,sad
0.467663902919649,0.454261396259119,0.2851101182426986,0.15426234044587414,0.6121979069305359,0.15022649401724528,0.4574215729540691,3.2,189.74,126783,8,1,sad
0.7149699183964466,0.567786264074897,1.0,0.2693501561844922,0.754355901072706,0.8919560566298944,0.4331852579374083,3.28,183.44,289543,5,1,happy
0.3848131398259798,0.7017236668883382,0.15632903472993986,0.3599679443875141,0.4344755313620093,0.26232216117402,0.3628038870580692,1.85,118.01,214998,3,1,sad
0.9267651511187974,0.7433092004514754,0.6264325071930095,0.10325711783123112,0.7657266203857749,0.439364899888762,0.4087750269105242,4.25,141.03,231291,1,1,happy
0.3731802369408589,0.6441078871886867,0.22471297452920064,0.24340356340247263,0.5120676430487369,0.16872678012857445,0.0821945760349674,3.91,137.17,205925,4,0,sad
0.710275208758649,0.7948772944447008,0.960646777199727,0.21376144941164685,0.21658587029921827,0.44917870615920763,0.509435172414261,4.67,117.0,148981,7,0,happy
0.32781214651424173,0.32673903502792895,0.027062679081343743,0.19079182252412788,0.6323419181690936,0.23415585923521948,0.2936301928535892,1.67,174.04,280903,2,0,sad
0.7305387359691656,0.6741430831418603,0.7114046701792257,0.13512672522158173,0.280523936614656,0.2792104756316494,0.16391670857503057,3.44,96.42,297598,7,1,happy
0.5064140605070527,0.42748013541234875,0.3988708671492852,0.7281877280736112,0.2220943388359452,0.3100968144697763,0.5506071542190476,3.61,67.4,172731,11,0,calm
0.7484849719354195,0.4640516114390708,0.6421179212194835,0.5158591880769515,0.6118796232849096,0.300945938168884,0.3217335513343497,2.29,78.5,187749,4,0,happy
0.9285747118404488,0.6504201964931742,0.5783090901698595,0.8209148547229211,0.5020997693167847,0.37438350994602404,0.42384878724986774,1.77,110.09,250164,5,0,energetic
0.6415672422151604,0.9136425121410785,0.8238024985428094,0.14114032598339782,0.731552566530723,0.35172464973075374,0.5073557037931619,2.1,62.27,133759,2,1,happy
0.6019768532997402,0.4067265148505473,0.5646017277706256,0.4601266832006567,0.625740171511825,0.5935037767247838,0.3844237589554308,1.19,144.81,193924,1,1,calm
0.7854865416978659,0.6660070740004267,1.0,0.130065671016065,0.8016448572929261,0.3710366529773526,0.29078765123193656,4.51,174.53,266262,10,1,happy
0.8698939184494952,0.781482577723351,0.7512902594843069,0.43229075783219867,0.2835330320720637,0.4278652820793584,0.6784612569358544,4.52,130.74,289388,8,0,energetic
0.8445701734958098,0.6363983964160408,0.9631616091677966,0.5991666814817543,0.318016951939885,0.42327173196819856,0.25776366510474125,1.14,171.01,133575,2,1,happy
0.4506420944778028,0.4223622762677372,0.28587411906668225,0.3074243760817389,0.0074389680952285635,0.19514151004859578,0.5092667920035464,2.7,165.63,271241,9,0,sad
0.4434549308093534,0.6400732778658931,0.23687448056749333,0.2941549788059084,0.39631055847312807,0.24464645897939388,0.35391309346338745,2.65,83.26,236706,11,1,calm
0.931181418347726,0.8518998561664213,0.9692817033868483,0.3572824068919337,0.6276671647959268,0.3565870497163273,0.29771175038267983,4.14,162.82,189183,2,0,energetic
0.5007196856001929,0.36763618648309515,0.4525231565696433,0.24248108218041822,0.22283986950711895,0.18900568091470826,0.582562920591907,1.28,62.55,209357,8,1,sad
0.6462927222284401,0.841011799524565,0.7828328456907564,0.10325555526992856,0.4526728791190056,0.2622581731950413,0.5418226563618943,3.02,116.16,249720,4,0,happy
0.944452249956703,1.0,0.5092326096757385,0.5605312476236078,0.1750805836911854,0.767925141061942,0.4371647830331023,4.87,71.74,182468,7,0,energetic
0.4464401153133246,0.5510829996010862,0.09421523701497175,0.49166943187733475,0.3185096907835092,0.07535144322052542,0.20020499646566803,2.01,152.46,141048,6,0,sad
0.6636744033178702,0.7038063707416875,0.7441440256008075,0.3358108867391943,0.21291914423620192,0.6258779530907775,0.06642371896448439,1.42,196.72,299169,9,1,happy
0.6787478052916321,0.7617040416354561,0.7340575770474491,0.6341974724703161,0.6305690541967799,0.2854498409686383,0.2732277245663232,3.61,144.16,286467,9,0,happy
0.8697756313965924,1.0,0.5140543517920328,0.09326170788959583,0.0457269314662056,0.30965425265692637,0.5555745515003774,2.94,196.33,121475,4,1,energetic
0.32543981045663084,0.41164347594868156,0.41093752644191867,0.5661513127951294,0.1542871598083431,0.34326779749046205,0.11382185181884018,2.09,143.21,168912,4,1,sad
0.7306414988463241,0.6803126508308764,0.6293042630875142,0.12401566535457482,0.5675006246794456,0.7400935244796887,0.2540256673288107,4.25,89.65,282297,10,1,happy
0.4718352617745069,0.47152325837504516,0.5098210501650948,0.4132623764981485,0.45114003556126847,0.44362467524499355,0.038188766219894824,2.0,160.63,228653,5,0,calm
0.26870401785232345,0.4496867685299101,0.39503620790669336,0.411154766093717,0.13254870333528232,0.363289806259643,0.27836115203329825,2.39,67.84,155932,6,0,sad
0.3989405913293393,0.48992246290071245,0.6247442461496703,0.5623281877272054,0.5880387972385168,0.6122161013994215,0.3225382078050526,4.97,154.0,177046,6,0,calm
0.3851444585099418,0.4195226592978377,0.602714509925323,0.10272968859121297,0.39448463432640246,0.5225304334278633,0.3100466025366196,3.83,168.58,142419,9,1,sad
0.5362472087129123,0.5602265359905858,0.5544292781621305,0.2615739399462618,0.48041982816312534,0.5936163571691295,0.06687224912655267,2.83,86.61,254454,0,1,calm
0.8628956609925259,0.5613796110058589,0.8623687596358126,0.09151460411489562,0.1873757983041739,0.1157029495186288,0.15046281922964272,2.06,124.0,261828,7,0,happy
0.7537515765063331,0.8220585231434447,0.678131527857635,0.13078981012610624,0.479927549828264,0.2024837112009124,0.3113443410484323,2.07,86.44,292181,5,0,happy
0.8546975764798839,0.6676666452223744,0.8644648396313751,0.5325133119295095,0.6901215345135329,0.32094462964367676,0.35613680166530376,2.14,108.18,234114,2,1,happy
0.47306584073243535,0.6671975746379694,0.330630441327213,0.314766865411852,0.7875636446322976,0.34934478792587764,0.3015273897163797,1.57,124.96,121629,10,0,calm
0.8546040567678985,0.8338646717083718,0.5325323717223929,0.4856947789171972,0.43003258525129023,0.8364705231842368,0.4640082348609351,3.87,145.58,152135,5,1,energetic
0.8037541841486822,0.8637708008611968,0.7894669457723575,0.1007832959110651,0.3525125464734905,0.7516620838704491,0.23980835323969804,3.17,176.61,142516,4,1,happy
0.3162272632588313,0.41626756547211957,0.19383398606837626,0.4461251860801647,0.2459124966802021,0.3564873802774977,0.4595183461259687,3.88,170.87,190971,7,1,sad
0.5208967906621333,0.350557245947152,0.2689422923668891,0.19047902687925305,0.47722768759106815,0.11152724906614274,0.3006030043044471,4.44,116.4,234616,11,0,sad
0.8339064981418829,0.6703957369041719,0.9952325994896799,0.35639757799812427,0.5937306604283099,0.4992098808458512,0.1871504837913029,2.85,79.82,169413,3,1,happy
0.7610400836566434,1.0,0.5879441018951087,0.44682714831708714,0.02399202252853571,0.4945744627689138,0.5369223696946723,3.68,174.98,164037,10,1,energetic
0.8393873218164744,0.7869800258517318,0.9571526091662597,0.15082904165859953,0.17892006606943156,0.5132749223087795,0.324793589487923,3.51,73.31,137091,3,0,happy
0.6616374823911106,0.6110659498306756,0.8265743908752793,0.146875085756419,0.39775507205007515,0.07739434425279902,0.3688261791583987,1.21,138.89,195206,9,0,happy
0.7741989010310534,0.8588009803565244,0.8781384210746359,0.14142264836286778,0.5052047163798883,0.5505869186391689,0.27515328421506197,2.67,160.97,209699,4,0,energetic
1.0,0.47181105404826096,0.6892362491084204,0.5980383979208737,0.3915362294531045,0.3510394371882871,0.11630652895939037,2.92,195.2,163590,11,0,happy
0.9487390853395133,0.8691059156266251,0.6099215899029282,0.3098008215107045,0.21602611448315095,0.4447248949461895,0.74179206431304,1.98,68.85,248048,10,1,energetic
0.3697184778810046,0.49252346268588343,0.259035987369094,0.3110257376199927,0.3000263635387292,0.5683436621974712,0.09794830220158238,3.7,189.68,177762,3,1,sad
0.8558413762539168,0.6839929870041508,0.6835300830920821,0.2845929378092196,0.636014854966322,0.6208927467271554,0.46176817002292453,1.23,199.97,293689,9,0,happy
0.6865872337521568,0.7446220515440748,0.8910206087633964,0.4604212698306172,0.758116194851642,0.605745580397476,0.4521195153370897,4.98,192.37,122333,0,1,happy
0.8288751071185317,0.7138787461508677,0.9450859447902198,0.4561705897670679,0.44383875505892384,0.49896720849658605,0.31582505386679693,3.18,179.84,180211,6,1,happy
0.9842393690190347,1.0,0.5990112317815496,0.4920713903218003,0.824059887470336,0.5588426378171772,0.3641193270213559,2.12,190.4,243000,6,1,energetic
0.8640029075915254,0.7376650546146772,0.7914912154924603,0.19727011609401984,0.43749642918095816,0.6624691403112825,0.5979555717723829,2.06,166.13,236125,8,0,energetic
0.7291408733061785,0.7622883742551619,0.7207055762599734,0.27921938493189374,0.6145005095460147,0.1707711117676225,0.1340223744072698,3.1,160.53,224661,4,1,happy
0.46005333105656754,0.6009492826099248,0.4915875520361708,0.551179380018541,0.5082309064348978,0.5051610888491493,0.6651853034942523,5.0,101.97,267681,8,1,calm
0.5678055600452596,0.3192486209233968,0.23481863918736168,0.7131314067813211,0.6030747714786578,0.21109165217411832,0.3170439894452419,4.93,151.48,213960,2,1,sad
0.5375455857627253,0.2551977672460374,0.36425782505929005,0.32552667146299796,0.2364044918412199,0.16506485094844958,0.7893853205878074,4.73,180.33,247761,6,1,calm
0.8769022345783737,0.7156968919121313,0.8327977197503496,0.1998445459110354,0.5980230294484414,0.19770478221219,0.1860381439820728,2.24,188.25,193224,9,1,happy
0.4535702778267432,0.39400738035948124,0.0,0.6368900110150204,0.49129684099352766,0.3786237490344832,0.3037403143383798,2.34,197.98,213929,10,1,sad
1.0,0.5947335780239311,0.8936861752499557,0.83124152854066,0.6116331258059632,0.7608979225932568,0.3561321900944875,3.37,101.29,282991,10,1,happy
0.4753678674984069,0.4736357266972487,0.38072509197872795,0.3815394351960872,0.34790028503344006,0.3852923946787603,0.3207958566819371,4.06,195.78,235292,5,0,calm
0.6654554404342269,0.6866307889017395,0.6340333788434436,0.6650043528066596,0.49060621430071016,0.5465609871164843,0.26400798306555157,2.54,131.34,290270,5,1,energetic
0.7816738930815174,0.865224123993573,0.5976863781893468,0.1848997205416158,0.8357712856966806,0.6427068580443719,0.9058009291696187,1.84,183.99,194547,1,0,energetic
0.667347584919959,0.3347060144078293,0.5688405210142795,0.5376104787497551,0.5233565450608406,0.15271110098335258,0.3463968813728122,1.63,100.91,215508,5,0,calm
1.0,0.8525871987590586,0.8110809877043333,0.41368046309049555,0.6563811703528584,0.11985617460071071,0.532625707437638,3.89,150.24,251103,4,1,energetic
0.8206383500346622,0.9475887871918474,0.4376255797212877,0.8431635737840258,0.08764512060343141,0.34929236128533575,0.23738104203264063,1.67,183.83,242395,6,0,energetic
0.5523540469695745,0.2830557800736554,0.6000593604666042,0.2525505679902204,0.4100583604305724,0.673632166065622,0.45812201540833797,3.32,159.85,131158,6,1,calm
0.8381352834580286,0.9048289693789398,0.705478575478648,0.37339474946783435,0.14023869937958194,0.11396999772329852,0.1294113793597139,2.84,128.37,124062,9,0,happy
0.6087326318919696,0.22902257340966647,0.48875133479706895,0.20694095953445213,0.2716103872751325,0.30914257896503483,0.16331316230805762,2.76,186.49,296571,4,1,calm
0.39454779424599074,0.08013308542696929,0.0,0.18775493307777963,0.14419010606036425,0.34184823624832905,0.1474117947808986,4.43,70.95,274062,1,0,sad
0.39464439559448733,0.41931456045226495,0.403236142623801,0.719825321479157,0.7130422351775526,0.35553238171268525,0.36226163051905014,1.67,118.02,187041,10,0,sad
0.8637058677512056,0.8735431813572008,0.796986570977642,0.3095289502129004,0.8743935139076112,0.41048130361832286,0.7817791907074337,3.05,78.06,170329,5,0,happy
0.4062790069833792,0.3367626532839561,0.45675842178468085,0.5301236368305481,0.36014090070689464,0.41445221310931374,0.5306137667663998,1.59,179.75,241525,8,0,sad
0.4393742555142892,0.46307119926027746,0.12909585605899485,0.34409823772879194,0.38062202424207375,0.49964537391887276,0.41056810368491337,1.27,95.44,265427,0,0,sad
0.7988973860675935,0.8733058429915579,1.0,0.5346321626535804,0.3125155052613994,0.449914313136766,0.7699927974385589,3.72,185.41,255889,10,1,happy
0.34488837599593714,0.5399599908581478,0.3095312856841406,0.7988518873645414,0.15277588512644613,0.43167251174121146,0.19144220182739724,3.14,92.26,253872,2,0,sad
0.6681314939073807,0.5932287049608389,0.8461313674791248,0.2448062891377026,0.5903812877880181,0.4974946260887078,0.1657766443955625,3.58,81.75,233338,3,1,happy
0.890223976854937,1.0,0.5973632904867939,0.1290151963060663,0.513224823323726,0.34429501277453317,0.3735794927111976,2.24,69.77,121906,5,1,energetic
0.5994558235741622,0.5398128997769984,0.5061702975818192,0.3607708265305207,0.3670186190305778,0.15613684402691885,0.31209617678514784,3.06,95.95,126278,11,0,calm
0.2257450324747921,0.5983137385241243,0.31725078002126117,0.5856028515965428,0.8103387137889081,0.13210737493781496,0.21071963966521873,4.33,192.08,293661,1,0,sad
0.778252802046577,0.4361041202923913,0.5588206739710808,0.7799499274900848,0.6817333013911201,0.39325405136643005,0.5456806361653217,3.34,67.06,155716,0,0,happy
0.5586851538784868,0.6451590028752228,0.4899662782913574,0.10187637704424203,0.6477486524919339,0.4428501282036436,0.39272715350647575,4.19,108.97,205229,4,1,calm
0.298095372887391,0.342968326681712,0.199576463195976,0.24774979092249613,0.3430581215792529,0.37846845238054605,0.34096167957007223,4.36,176.53,240203,2,0,sad
0.8567580450655208,0.4502475051907735,0.7975792957196552,0.47937630132560644,0.6008236584234711,0.5356590615953054,0.501383330670773,3.29,172.39,256694,5,0,happy
0.7817937926123544,0.8875936759517455,0.3717766341935348,0.06356772047486017,0.9285485396060247,0.2651395887927736,0.5758545936068774,4.51,71.35,264083,9,0,energetic
0.8995730321047845,0.9970995006102471,0.7716437630078326,0.4095740654341947,0.1678224203666296,0.1669093436934221,0.3173034112509465,2.64,148.55,138654,2,0,energetic
0.899377232113703,0.6812773735581156,0.6664533637518376,0.6116578338960732,0.5656452087696334,0.7343773683166651,0.5903102535748207,1.5,135.12,150670,1,0,energetic
0.48193896609657066,0.744113522000857,0.5198125784220856,0.5583803855984223,0.041410705794360264,0.17884262735229964,0.027889001186729937,2.94,191.65,250109,3,1,calm
0.5030285133386735,0.7537842373523744,0.35410593750320263,0.1975647390319318,0.25767356036451583,0.3823755046993343,0.5216938640583662,3.31,181.31,260141,2,0,calm
0.6658428621772843,0.5921305938635667,0.8891259724801983,0.6254089012417289,0.36357694100467014,0.401519119079722,0.4791961423615909,2.86,79.9,152059,6,0,energetic
0.3750072063119108,0.4737168266341603,0.2656378453617435,0.27652456496093647,0.22671599821494304,0.6745833743815696,0.7844978763157439,1.21,155.98,198518,10,0,sad
0.35025961103202985,0.7624218370166904,0.4421593465746473,0.16746419210105495,0.595941553351417,0.16476384601497027,0.7916280060107274,3.41,90.29,279138,9,1,sad
0.4139735009298421,0.0,0.2846447895584452,0.6209896339401102,0.5685290417043095,0.15525142563398425,0.21449462153596036,2.46,93.99,180734,0,1,sad
0.3388223739665831,0.39478557128614783,0.17364398359490094,0.24418041252523157,0.3054186141565995,0.8216087220825218,0.7224589275787971,4.2,158.32,135183,0,1,sad
0.8658174131117629,0.746460183276035,0.93591192749543,0.4559512843388724,0.34965774803969074,0.42654479695181546,0.42372600946869926,4.47,62.55,143142,9,1,energetic
0.9767201674868132,0.8076900487162773,0.8250762469343892,0.2839044931968529,0.7267543771115839,0.7624239983821375,0.09675889862485235,4.75,87.46,298227,9,1,energetic
0.8407645655558882,0.47465902569015916,0.9295337368586758,0.3082402128753097,0.0325464194111274,0.5114328798686301,0.38461171492542057,2.78,146.75,273122,10,0,happy
0.7201079344081236,0.7181570424821025,0.874487250582489,0.08961545909599739,0.07467426962767623,0.35229404645383533,0.4056882297385184,1.06,169.28,185089,7,1,happy
0.6648925633791979,0.5016313064884644,0.8722799092577738,0.6738323987263629,0.08613499384057793,0.04194856266309586,0.5918950767196234,1.64,154.31,152265,3,0,happy
0.9186783013873391,0.7191926881046907,0.7498820214935218,0.18869898186842005,0.3607808217934893,0.18765901642912183,0.09516719760901193,2.3,63.1,222855,8,1,energetic
0.9568475211749358,0.9704084749329277,0.7562913382283103,0.3353903404894517,0.5385786604226265,0.2517730224549924,0.11458974618191722,3.43,155.57,151221,2,1,energetic
0.7851821466501772,0.5670002447973438,0.6776612343171275,0.36898545797179827,0.7524031565166451,0.5021704913215961,0.11550700691211216,4.49,136.57,206540,7,1,happy
1.0,0.9108401864653347,0.4702877526635154,0.3357457472689216,0.45723490336923034,0.41405135315249175,0.03429448860967566,2.58,79.26,209907,0,1,energetic
0.3875973815269392,0.5844768046826676,0.6104289860153507,0.20993034764105153,0.7481228293677129,0.5212802640794836,0.38227345500348525,3.27,155.7,120511,0,1,calm
0.4031781568161591,0.21500967605546853,0.3991085091695623,0.03572095974678973,0.13469844087384436,0.5324670079119337,0.3364726616210909,4.19,111.43,135663,0,0,sad
0.6480894708757436,0.993814055944039,0.7148527035927578,0.5426419088434273,0.37504535575907644,0.4037650621030321,0.45766265429623604,3.37,69.41,248617,1,0,happy
0.8619967564516864,0.6796332498771177,0.7227590184435011,0.4314528239898334,0.444359601168788,0.4779750753136313,0.48894071901004144,2.44,76.39,249321,10,0,happy
0.32214129531882885,0.4966097384435834,0.33405945797162245,0.4721197622148649,0.37313052942909597,0.7165307494178355,0.47654218429726386,5.0,120.94,197056,3,1,sad
0.423198032906801,0.46563510184556983,0.24900133338074085,0.16617485717843475,0.4444705732279961,0.5142233232085353,0.17037481222807593,2.66,124.83,140907,4,1,sad
0.32124485593712937,0.32950631902402727,0.26460298516995806,0.3699562331179459,0.2503852593969273,0.2233052188340166,0.10132315990878565,1.76,134.69,177235,11,0,sad
0.36527521568214444,0.43234941812290967,0.36535246678867545,0.5434187565436301,0.5054741598848922,0.16681455932589892,0.2940883365801294,3.8,137.02,237143,0,1,sad
1.0,0.7393419480526426,0.8020324158175673,0.5668413591291257,0.4640047378922585,0.40247345010251134,0.4713771247886261,2.21,105.54,248271,10,0,energetic
0.8745461454745501,1.0,0.9997820456413031,0.4607208106151125,0.7458905845753654,0.4792223951253088,0.8482732451405446,1.64,140.19,218408,1,1,happy
0.5495322769672865,0.4327775271154151,0.5967317698818704,0.26108787363507735,0.5866644715818533,0.2063627375633053,0.8397220637123325,4.66,178.88,188988,0,1,calm
0.42002690209813437,0.37629441362981825,0.4830752017532782,0.6568579441839056,0.6769365102475278,0.3060352493726495,0.4052632821945318,1.28,178.33,201328,6,0,calm
0.9854969768400559,0.846973143434015,0.7877757004216805,0.20675229039415788,0.27790593661244145,0.07063298743000813,0.12176508189159334,4.26,147.4,275222,2,1,energetic
0.8089855755242562,0.9674906665399248,0.8130007690062514,0.6730549712052458,0.2398102893428674,0.5709345444694037,0.1558596418344652,4.35,71.81,198952,0,1,happy
0.1769531980875541,0.3729810803353269,0.37986169740645465,0.7573672450324842,0.33290634228426225,0.4684117304264042,0.45728589095755406,1.76,116.16,290603,8,1,sad
0.9466344792419356,0.5670043094585482,1.0,0.30748419368806973,0.2947518268191247,0.510136524201603,0.424280674521707,1.77,100.3,273537,6,0,happy
0.42054126972186606,0.39402691358273506,0.23483247005273303,0.13008545472440675,0.692581216150087,0.8072875986191096,0.4943860403322471,4.11,96.31,268902,10,1,sad
0.9037676204708588,1.0,0.7128927490942092,0.18077066876876907,0.6344207299367531,0.5230860580239758,0.8867989724857945,4.24,142.02,261846,2,0,energetic
0.27870455037989256,0.43693929901100614,0.135422225162061,0.4410790032277958,0.5517059047186219,0.44475729423420096,0.10329675921375986,2.28,132.05,241420,10,1,sad
